filename,width,height,class,xmin,ymin,xmax,ymax
T_G_Trabajando_Manos_151.jpg,1920,1080,hand,1172,310,1392,467
T_G_Mostrando_Verdes_30.jpg,1920,1080,hand,580,359,832,626
T_G_Mostrando_Verdes_30.jpg,1920,1080,hand,1010,430,1252,679
T_G_Mostrando_Verdes_14.jpg,1920,1080,hand,693,359,851,518
T_G_Mostrando_Verdes_14.jpg,1920,1080,hand,1011,385,1186,538
T_G_Trabajando_Amarillos_33.jpg,1920,1080,hand,588,181,752,292
T_G_Trabajando_Amarillos_33.jpg,1920,1080,hand,1141,311,1278,514
T_G_Mostrando_Amarillos_35.jpg,1920,1080,hand,1020,347,1246,535
T_G_Mostrando_Amarillos_35.jpg,1920,1080,hand,703,310,867,476
T_G_Mostrando_Verdes_64.jpg,1920,1080,hand,1414,630,1671,851
T_G_Mostrando_Verdes_64.jpg,1920,1080,hand,343,610,611,884
T_G_Trabajando_Manos_169.jpg,1920,1080,hand,756,317,939,536
T_G_Trabajando_Verdes_63.jpg,1920,1080,hand,979,264,1172,447
T_G_Trabajando_Verdes_63.jpg,1920,1080,hand,766,292,899,464
T_G_Trabajando_Verdes_53.jpg,1920,1080,hand,1006,292,1166,502
T_G_Trabajando_Verdes_53.jpg,1920,1080,hand,810,284,944,475
T_G_Trabajando_Manos_70.jpg,1920,1080,hand,1009,304,1165,469
T_G_Trabajando_Manos_70.jpg,1920,1080,hand,749,305,917,468
T_G_Trabajando_Manos_208.jpg,1920,1080,hand,1323,324,1483,458
T_G_Trabajando_Amarillos_68.jpg,1920,1080,hand,1319,460,1441,632
T_G_Trabajando_Amarillos_68.jpg,1920,1080,hand,698,245,846,488
T_G_Trabajando_Verdes_87.jpg,1920,1080,hand,1050,446,1313,667
T_G_Trabajando_Verdes_87.jpg,1920,1080,hand,682,121,858,311
T_G_Mostrando_Manos_84.jpg,1920,1080,hand,1183,376,1323,494
T_G_Mostrando_Manos_84.jpg,1920,1080,hand,644,333,768,474
T_G_Mostrando_Manos_87.jpg,1920,1080,hand,1349,492,1486,675
T_G_Mostrando_Manos_87.jpg,1920,1080,hand,429,395,572,593
T_G_Trabajando_Amarillos_82.jpg,1920,1080,hand,947,219,1200,409
T_G_Trabajando_Amarillos_82.jpg,1920,1080,hand,469,388,675,636
T_G_Mostrando_Amarillos_22.jpg,1920,1080,hand,1077,608,1372,954
T_G_Mostrando_Amarillos_22.jpg,1920,1080,hand,452,507,713,805
T_G_Mostrando_Manos_72.jpg,1920,1080,hand,334,594,591,870
T_G_Mostrando_Manos_72.jpg,1920,1080,hand,1420,618,1670,897
T_G_Mostrando_Amarillos_27.jpg,1920,1080,hand,1022,598,1212,811
T_G_Mostrando_Amarillos_27.jpg,1920,1080,hand,552,543,722,756
T_G_Trabajando_Manos_191.jpg,1920,1080,hand,839,277,972,430
T_G_Trabajando_Manos_191.jpg,1920,1080,hand,968,348,1157,515
T_G_Trabajando_Manos_97.jpg,1920,1080,hand,699,304,870,458
T_G_Trabajando_Manos_97.jpg,1920,1080,hand,495,316,618,450
T_G_Trabajando_Manos_71.jpg,1920,1080,hand,783,368,928,519
T_G_Trabajando_Manos_71.jpg,1920,1080,hand,1025,280,1185,445
T_G_Trabajando_Manos_21.jpg,1920,1080,hand,1030,372,1204,520
T_G_Trabajando_Manos_21.jpg,1920,1080,hand,1170,342,1293,459
T_G_Trabajando_Amarillos_13.jpg,1920,1080,hand,451,200,713,396
T_G_Trabajando_Amarillos_13.jpg,1920,1080,hand,832,239,1058,380
T_G_Trabajando_Amarillos_46.jpg,1920,1080,hand,733,314,1019,535
T_G_Trabajando_Amarillos_46.jpg,1920,1080,hand,499,292,706,487
T_G_Mostrando_Verdes_65.jpg,1920,1080,hand,337,628,631,908
T_G_Mostrando_Verdes_65.jpg,1920,1080,hand,1424,620,1688,853
T_G_Trabajando_Manos_45.jpg,1920,1080,hand,948,244,1207,419
T_G_Trabajando_Manos_45.jpg,1920,1080,hand,877,328,977,517
