filename,width,height,class,xmin,ymin,xmax,ymax
N_G_Trabajando_Verdes_137.jpg,1920,1080,hand,850,266,1128,414
N_G_Trabajando_Verdes_137.jpg,1920,1080,hand,1115,265,1267,429
N_G_Trabajando_Verdes_60.jpg,1920,1080,hand,695,301,907,470
N_G_Trabajando_Verdes_60.jpg,1920,1080,hand,596,263,765,430
N_G_Trabajando_Manos_119.jpg,1920,1080,hand,443,239,674,415
N_G_Mostrando_Mano-Amarillo_33.jpg,1920,1080,hand,1027,341,1176,584
N_G_Mostrando_Mano-Amarillo_33.jpg,1920,1080,hand,619,365,732,559
N_G_Trabajando_Amarillos_34.jpg,1920,1080,hand,549,207,698,332
N_G_Trabajando_Amarillos_34.jpg,1920,1080,hand,655,303,906,486
N_G_Trabajando_Manos_109.jpg,1920,1080,hand,737,371,894,534
N_G_Trabajando_Mano-Verde_43.jpg,1920,1080,hand,374,452,586,642
N_G_Trabajando_Mano-Verde_43.jpg,1920,1080,hand,320,353,498,496
N_G_Trabajando_Mano-Amarillo_14.jpg,1920,1080,hand,1108,345,1285,551
N_G_Trabajando_Mano-Amarillo_14.jpg,1920,1080,hand,197,331,459,615
N_G_Trabajando_Mano-Verde_2.jpg,1920,1080,hand,579,167,742,351
N_G_Mostrando_Manos_30.jpg,1920,1080,hand,767,555,921,715
N_G_Mostrando_Manos_30.jpg,1920,1080,hand,1055,554,1197,709
N_G_Trabajando_Manos_16.jpg,1920,1080,hand,1377,477,1556,670
N_G_Trabajando_Manos_16.jpg,1920,1080,hand,1039,496,1262,742
N_G_Trabajando_Amarillos_159.jpg,1920,1080,hand,934,261,1222,507
N_G_Trabajando_Amarillos_171.jpg,1920,1080,hand,863,303,1109,472
N_G_Trabajando_Amarillos_171.jpg,1920,1080,hand,1090,262,1229,376
N_G_Mostrando_Manos_60.jpg,1920,1080,hand,1028,119,1358,283
N_G_Mostrando_Manos_60.jpg,1920,1080,hand,619,140,938,307
N_G_Trabajando_Manos_61.jpg,1920,1080,hand,861,228,1077,400
N_G_Trabajando_Manos_124.jpg,1920,1080,hand,413,189,557,353
N_G_Trabajando_Manos_124.jpg,1920,1080,hand,691,346,853,500
N_G_Mostrando_Verdes_20.jpg,1920,1080,hand,1000,494,1278,753
N_G_Mostrando_Verdes_20.jpg,1920,1080,hand,542,449,849,762
N_G_Trabajando_Manos_62.jpg,1920,1080,hand,841,250,1074,434
N_G_Trabajando_Mano-Amarillo_25.jpg,1920,1080,hand,604,320,840,548
N_G_Trabajando_Mano-Amarillo_25.jpg,1920,1080,hand,1265,676,1550,967
N_G_Trabajando_Amarillos_67.jpg,1920,1080,hand,693,205,1074,375
N_G_Trabajando_Verdes_15.jpg,1920,1080,hand,1342,370,1548,630
N_G_Trabajando_Verdes_15.jpg,1920,1080,hand,210,355,484,597
N_G_Trabajando_Manos_103.jpg,1920,1080,hand,578,255,727,413
N_G_Trabajando_Manos_103.jpg,1920,1080,hand,740,373,895,524
N_G_Mostrando_Manos_28.jpg,1920,1080,hand,779,498,933,651
N_G_Mostrando_Manos_28.jpg,1920,1080,hand,1023,447,1193,641
N_G_Mostrando_Manos_43.jpg,1920,1080,hand,1112,545,1444,814
N_G_Mostrando_Manos_43.jpg,1920,1080,hand,497,475,875,822
N_G_Mostrando_Manos_19.jpg,1920,1080,hand,554,326,818,529
N_G_Mostrando_Manos_19.jpg,1920,1080,hand,1143,341,1351,558
N_G_Trabajando_Amarillos_153.jpg,1920,1080,hand,930,311,1213,493
N_G_Trabajando_Amarillos_153.jpg,1920,1080,hand,1153,277,1313,422
N_G_Mostrando_Manos_9.jpg,1920,1080,hand,423,410,724,680
N_G_Mostrando_Manos_9.jpg,1920,1080,hand,1250,452,1518,723
N_G_Trabajando_Verdes_105.jpg,1920,1080,hand,334,354,509,588
N_G_Trabajando_Verdes_105.jpg,1920,1080,hand,234,556,558,717
N_G_Trabajando_Manos_79.jpg,1920,1080,hand,854,288,1069,451
N_G_Trabajando_Manos_79.jpg,1920,1080,hand,544,262,671,422
N_G_Trabajando_Manos_155.jpg,1920,1080,hand,746,354,924,581
N_G_Trabajando_Manos_155.jpg,1920,1080,hand,1033,394,1187,636
N_G_Trabajando_Manos_128.jpg,1920,1080,hand,523,235,685,430
N_G_Trabajando_Manos_128.jpg,1920,1080,hand,709,346,877,509
N_G_Trabajando_Manos_67.jpg,1920,1080,hand,1157,278,1313,481
N_G_Trabajando_Manos_67.jpg,1920,1080,hand,684,367,835,502
N_G_Mostrando_Manos_59.jpg,1920,1080,hand,1052,97,1375,287
N_G_Mostrando_Manos_59.jpg,1920,1080,hand,616,156,921,312
N_G_Mostrando_Mano-Amarillo_34.jpg,1920,1080,hand,525,339,723,572
N_G_Mostrando_Mano-Amarillo_34.jpg,1920,1080,hand,1030,337,1231,580
N_G_Trabajando_Amarillos_212.jpg,1920,1080,hand,546,272,672,425
N_G_Trabajando_Amarillos_212.jpg,1920,1080,hand,960,343,1135,492
N_G_Mostrando_Amarillos_5.jpg,1920,1080,hand,746,273,934,391
N_G_Trabajando_Manos_33.jpg,1920,1080,hand,963,511,1149,689
